news_id,sentiment_model,sentiment_label,p_pos,p_neu,p_neg,language
75f6eb040c16a8710902026928f49f1d,ProsusAI/finbert,neg,0.037358593195676804,0.0514882393181324,0.9111531376838684,en
e54f142f37c6f9182b790b10bff5cde5,ProsusAI/finbert,neg,0.012494402937591076,0.02151290327310562,0.96599280834198,en
659cc7f22d33304e5af55e38f15a64b6,ProsusAI/finbert,pos,0.9212825894355774,0.029246443882584572,0.049470994621515274,en
2e6ec25ed507fd066434967e50ccfabd,ProsusAI/finbert,pos,0.7143962383270264,0.2188442200422287,0.06675950437784195,en
5c11d97c5b5bcdc4a8c6c8d47d2bcaac,ProsusAI/finbert,neg,0.2130487859249115,0.05515337735414505,0.7317978143692017,en
799b09e8ce238b877c25d450f4e52a11,ProsusAI/finbert,neg,0.3153180778026581,0.1235487312078476,0.5611332058906555,en
126bf6f8418606259bddc41b2bd177ad,ProsusAI/finbert,neg,0.3127245008945465,0.1962105631828308,0.4910649359226227,en
b5c4fcfc9a4e7f959135308063575f46,ProsusAI/finbert,neg,0.018684035167098045,0.03188394755125046,0.9494320154190063,en
ce3abd15c0d264a5d73d5bff358c10a7,ProsusAI/finbert,neg,0.014214166440069675,0.023624172434210777,0.9621617197990417,en
d0fcc2adf336deef824081f4894ee7f2,ProsusAI/finbert,neg,0.021909745410084724,0.11041418462991714,0.8676760792732239,en
860d7bd9f60afb3ee2ff446d7027b81c,ProsusAI/finbert,neu,0.05431768298149109,0.9267738461494446,0.018908528611063957,en
8abd1d08d008f977056f633f0f00d393,ProsusAI/finbert,neg,0.0401223748922348,0.041036903858184814,0.9188406467437744,en
ba85f519fb365c02ec265a984373323a,ProsusAI/finbert,neu,0.1957295835018158,0.43644386529922485,0.36782652139663696,en
c6736f47021370d8dbe6bde6767ab4d4,ProsusAI/finbert,neu,0.3080832064151764,0.646674633026123,0.045242201536893845,en
c48057daec640b57799f44dc82358274,ProsusAI/finbert,neg,0.011880521662533283,0.039394836872816086,0.9487247467041016,en
192691610fbdb4b3e1c783359e32cb23,ProsusAI/finbert,neg,0.054056525230407715,0.18178892135620117,0.7641545534133911,en
e7b7156a9761f65b9ebf31833e3f4e6d,ProsusAI/finbert,neg,0.017840301617980003,0.05918339639902115,0.9229763150215149,en
3a38a68a1726f952c164ae34592bd93c,ProsusAI/finbert,pos,0.6853557229042053,0.07079894095659256,0.2438453584909439,en
9c53bab85205dfe55cc902b1a17cbf00,ProsusAI/finbert,pos,0.6565611362457275,0.09161455929279327,0.2518242597579956,en
0d6cc9984c849cd79d066351925b31f1,ProsusAI/finbert,neu,0.4570104479789734,0.49603384733200073,0.04695568606257439,en
51e2b4ca5f4d4be56614796faa65b2f9,ProsusAI/finbert,neg,0.05072242394089699,0.06851838529109955,0.8807592391967773,en
001dea7a488be0bff5fb32e693a2710d,ProsusAI/finbert,neu,0.17107592523097992,0.7787727117538452,0.05015137046575546,en
74dde2a4dd4cc7afcb7a10e6a1987b9a,ProsusAI/finbert,neg,0.014998306520283222,0.05652865022420883,0.9284731149673462,en
2731f9d39f3e4a8c9a3fcf7ad22c10bd,ProsusAI/finbert,neg,0.12650488317012787,0.05462384596467018,0.818871259689331,en
f240499706410ef1278d51d1c1470d4a,ProsusAI/finbert,pos,0.9514950513839722,0.02030109614133835,0.028203865513205528,en
b35b30885943b19c17cc0817f8ece20b,ProsusAI/finbert,pos,0.8363091945648193,0.025904327630996704,0.13778646290302277,en
57d969744cc46ff583c5a8c713ce6a20,ProsusAI/finbert,neu,0.29110825061798096,0.6137095093727112,0.09518223255872726,en
ee3c6a92baef232e59e09663ea31d2a3,ProsusAI/finbert,neu,0.22627735137939453,0.5503847599029541,0.22333785891532898,en
5375058744ce88c8735432c60527b4ec,ProsusAI/finbert,neg,0.02509128861129284,0.41974377632141113,0.5551649332046509,en
516959831472c649bef58bb861acf601,ProsusAI/finbert,pos,0.8926478028297424,0.05464448034763336,0.052707698196172714,en
c95d971ca99ea3fa759f265ddf1a5bac,pysentimiento/robertuito-sentiment-analysis,neu,0.07035066932439804,0.5581346154212952,0.3715147078037262,es
c2b74c7985f0626363d0e010823e48f1,pysentimiento/robertuito-sentiment-analysis,pos,0.7443217039108276,0.22474490106105804,0.03093341924250126,es
6a67dd234d560778ae4336f411efcc5e,pysentimiento/robertuito-sentiment-analysis,neg,0.08233775198459625,0.4110262095928192,0.5066360235214233,es
e32b956059abd4c2e67c3d38f1665815,pysentimiento/robertuito-sentiment-analysis,neu,0.07563787698745728,0.7051523327827454,0.21920976042747498,es
31455732adf7ee2ab61e890895241c0c,pysentimiento/robertuito-sentiment-analysis,neu,0.07527763396501541,0.656589150428772,0.2681331932544708,es
a18bc40b7f5294ef32d153175a82c180,pysentimiento/robertuito-sentiment-analysis,neu,0.08080233633518219,0.6409264802932739,0.27827125787734985,es
5c43479e7fb86839b6435bd845135f54,pysentimiento/robertuito-sentiment-analysis,pos,0.4868106544017792,0.48389071226119995,0.029298657551407814,es
f54508c3c187feeac169fd64c16d1a99,pysentimiento/robertuito-sentiment-analysis,neu,0.14073915779590607,0.7459234595298767,0.11333739012479782,es
a3fd4914312f1ccc08c99c0f8f8de69e,pysentimiento/robertuito-sentiment-analysis,neu,0.07655208557844162,0.7823246121406555,0.1411232203245163,es
54ad6a3a9d8a28dd7f39d14bf9bc1b9c,pysentimiento/robertuito-sentiment-analysis,pos,0.7646092772483826,0.2160310596227646,0.019359638914465904,es
17f2105266a43578e72280b90b0630ec,pysentimiento/robertuito-sentiment-analysis,neu,0.13456611335277557,0.6321797966957092,0.23325413465499878,es
dc33e9fbae3261fdc65d14706e5b2924,pysentimiento/robertuito-sentiment-analysis,neg,0.05805400386452675,0.45164403319358826,0.4903019368648529,es
a936cc8114ab455d6f57dece90d8ef90,pysentimiento/robertuito-sentiment-analysis,neu,0.053754568099975586,0.7830625772476196,0.16318286955356598,es
254da27443034699493b3cf1a2c6f028,pysentimiento/robertuito-sentiment-analysis,neu,0.33295702934265137,0.6109723448753357,0.05607064813375473,es
2835f9f72ccd90ec715e6a3a49137c1c,pysentimiento/robertuito-sentiment-analysis,neg,0.02078583464026451,0.3815305233001709,0.5976836681365967,es
cd81d9db25c333ab6fa5c19aa2a375f1,pysentimiento/robertuito-sentiment-analysis,neu,0.06844905018806458,0.8159219622612,0.11562903225421906,es
da5c8e92391a9eecfd21394415cf5456,pysentimiento/robertuito-sentiment-analysis,neu,0.062054332345724106,0.7583152651786804,0.17963041365146637,es
67621dbbe06458c2f6c8956617bc9fcc,pysentimiento/robertuito-sentiment-analysis,neg,0.02247828245162964,0.3412535786628723,0.636268138885498,es
8aca10fb0b340b54ed6ca626e7227ae9,pysentimiento/robertuito-sentiment-analysis,neu,0.1638101488351822,0.7232220768928528,0.11296777427196503,es
032207470a632e5a25f7035c7fb6eee9,pysentimiento/robertuito-sentiment-analysis,pos,0.6848280429840088,0.2952183187007904,0.01995360292494297,es
e5a2f84ab9fce6970178a06e09c909a0,pysentimiento/robertuito-sentiment-analysis,neu,0.1791374683380127,0.7895291447639465,0.031333424150943756,es
1f8a321dabb1ec91e3db03babb23f1fe,pysentimiento/robertuito-sentiment-analysis,neu,0.12603631615638733,0.8101503849029541,0.06381338089704514,es
dd9f2d36ab2516e5face6e7abc18e174,pysentimiento/robertuito-sentiment-analysis,neu,0.20300276577472687,0.7683515548706055,0.028645670041441917,es
8755fb731ece3c5277094278567eef00,pysentimiento/robertuito-sentiment-analysis,pos,0.9541446566581726,0.04033317789435387,0.005522154737263918,es
3399b651968fba2c28f26c9a29e782ac,pysentimiento/robertuito-sentiment-analysis,neg,0.0762237012386322,0.43222716450691223,0.49154916405677795,es
f90d7d298be6e79f626fbd3704c4d1c2,pysentimiento/robertuito-sentiment-analysis,neg,0.005812288727611303,0.07611073553562164,0.9180769920349121,es
f7e6ff47e69d8303d183bec6b84fc493,pysentimiento/robertuito-sentiment-analysis,neu,0.09535028040409088,0.7442227602005005,0.16042697429656982,es
ec6a6c10e8651e967dc08e94ae0b6c0c,pysentimiento/robertuito-sentiment-analysis,neu,0.10208102315664291,0.6295908093452454,0.26832816004753113,es
4159bdd9462369907b383ee31b7dd46f,pysentimiento/robertuito-sentiment-analysis,neu,0.030886927619576454,0.6312479376792908,0.33786511421203613,es
0ea719adf711fe43bf129ad5b94f3c84,pysentimiento/robertuito-sentiment-analysis,neu,0.05780215561389923,0.8231160640716553,0.11908181756734848,es
c6b8552b98deba42b102fae0c1e2ff0b,pysentimiento/robertuito-sentiment-analysis,neu,0.29780343174934387,0.6767143607139587,0.02548219822347164,es
ffb499268aa64b374e8752b774e503a6,pysentimiento/robertuito-sentiment-analysis,neu,0.039014559239149094,0.5966857075691223,0.3642997741699219,es
c156da17e2eebf94f32d318dd24b7ecc,pysentimiento/robertuito-sentiment-analysis,pos,0.5107153654098511,0.43880581855773926,0.050478819757699966,es
7f05bb715a299beb4aafe3590cbbbff6,pysentimiento/robertuito-sentiment-analysis,neu,0.09292299300432205,0.6083810329437256,0.29869604110717773,es
2851b5b2a362b551c4176efbc66172db,pysentimiento/robertuito-sentiment-analysis,pos,0.7168390154838562,0.2552874982357025,0.02787349373102188,es
523594184510b7146a5988f07f5b4bb3,pysentimiento/robertuito-sentiment-analysis,neu,0.34995323419570923,0.5265913009643555,0.1234554871916771,es
d9b07bd819daabd4c394294db53ed13d,pysentimiento/robertuito-sentiment-analysis,neu,0.04673784598708153,0.8780534267425537,0.07520871609449387,es
82fe148723c2be30147102cea2e4867f,pysentimiento/robertuito-sentiment-analysis,neu,0.13804486393928528,0.706824004650116,0.15513114631175995,es
a17592d83b312296a0827e5336388823,pysentimiento/robertuito-sentiment-analysis,neu,0.4252779185771942,0.5622850656509399,0.012437018565833569,es
21bf3aca9e3a1e413345f3de77eb8997,pysentimiento/robertuito-sentiment-analysis,neu,0.1595577597618103,0.6581999063491821,0.18224231898784637,es
68b1a5b7bf6a815211623d9e084ca7c5,pysentimiento/robertuito-sentiment-analysis,neu,0.026807021349668503,0.5467678308486938,0.42642515897750854,es
08912a4f0dcd0242f873fb32a9171a3f,pysentimiento/robertuito-sentiment-analysis,neg,0.020489048212766647,0.29196253418922424,0.6875484585762024,es
fb1630816ca09823c91ced54d48d6159,pysentimiento/robertuito-sentiment-analysis,neg,0.0263129360973835,0.3636282682418823,0.6100587248802185,es
47e7c4cc1e90192a598284dae17f8425,pysentimiento/robertuito-sentiment-analysis,neu,0.11543542891740799,0.8134874105453491,0.0710771456360817,es
8fcbaa40edcc9bc15cbbeefc0121428f,pysentimiento/robertuito-sentiment-analysis,neu,0.27885979413986206,0.6190271973609924,0.10211294889450073,es
dea3b57b84d7ed8dca51f11e0060194d,pysentimiento/robertuito-sentiment-analysis,pos,0.7366989254951477,0.22956906259059906,0.033731989562511444,es
18ec7d6a0fa459ed65418d0e823d562e,pysentimiento/robertuito-sentiment-analysis,pos,0.5807687044143677,0.38887396454811096,0.030357342213392258,es
21a366e336e52787d7fe92ac533b0684,pysentimiento/robertuito-sentiment-analysis,neg,0.03755714371800423,0.4179176986217499,0.544525146484375,es
88293c1d803a6087ffe0ab1fe7305542,pysentimiento/robertuito-sentiment-analysis,neu,0.45245981216430664,0.493618369102478,0.05392175912857056,es
64189d1b9828bb774e37efee2565b03e,pysentimiento/robertuito-sentiment-analysis,neu,0.14936967194080353,0.7887696027755737,0.06186073273420334,es
f5f0a7f1271f45e53e9e7b99a9b22a9f,pysentimiento/robertuito-sentiment-analysis,neg,0.02161167748272419,0.2825110852718353,0.6958772540092468,es
24945141bf3c810519ccb58d3d432c60,pysentimiento/robertuito-sentiment-analysis,neg,0.011051293462514877,0.05453858524560928,0.9344100952148438,es
069f371202b5e012b93c5f130e2ee4d8,pysentimiento/robertuito-sentiment-analysis,neu,0.19674180448055267,0.7195503115653992,0.08370791375637054,es
ca64c24e86c91f394ad5c5b7b47f936f,pysentimiento/robertuito-sentiment-analysis,neu,0.12959028780460358,0.7553948760032654,0.11501486599445343,es
fdce24f7da2784c8a394cf3409a88889,pysentimiento/robertuito-sentiment-analysis,neg,0.04232561215758324,0.4533909857273102,0.5042834281921387,es
1d9760055bd42c833ab5a9b9c9d47b6e,pysentimiento/robertuito-sentiment-analysis,pos,0.5752478837966919,0.37700116634368896,0.04775095358490944,es
def9fcc0887dad1aebcd4ffc86631532,pysentimiento/robertuito-sentiment-analysis,neu,0.19838610291481018,0.7394891977310181,0.06212466210126877,es
bd6690ac3cddc72caded1ecfe728275e,pysentimiento/robertuito-sentiment-analysis,neu,0.09239558130502701,0.8231827020645142,0.08442170917987823,es
a1ec2379145e08a03dce808d9b4b71ac,pysentimiento/robertuito-sentiment-analysis,neg,0.009297617711126804,0.13917718827724457,0.8515253067016602,es
8de38cd645fe27761849ba9db9ff6e1f,pysentimiento/robertuito-sentiment-analysis,neg,0.039814189076423645,0.4434202313423157,0.5167655944824219,es
94531306c934d91a1f2c5ab5c7b7bcf3,pysentimiento/robertuito-sentiment-analysis,neu,0.028452593833208084,0.5818849205970764,0.3896625339984894,es
2aa8bd9f579b275bedc103c030262f1e,pysentimiento/robertuito-sentiment-analysis,neg,0.06071704998612404,0.355761855840683,0.5835210680961609,es
a9120c19bc6ef8bc42ee9078aafd8b71,pysentimiento/robertuito-sentiment-analysis,neu,0.033392325043678284,0.7730357050895691,0.193571999669075,es
ad6628c489b80eb2a5092b7589a07c17,pysentimiento/robertuito-sentiment-analysis,neu,0.40417563915252686,0.512316107749939,0.08350816369056702,es
716ba76cb4104910753b1fde43162d59,pysentimiento/robertuito-sentiment-analysis,neu,0.04488976672291756,0.789551854133606,0.16555841267108917,es
a55cb8225074dbd667b3510de274e772,pysentimiento/robertuito-sentiment-analysis,pos,0.7246683239936829,0.23888304829597473,0.03644862771034241,es
ebe4679f49982cd246dfd9e235f10d0a,pysentimiento/robertuito-sentiment-analysis,neg,0.021740267053246498,0.24339330196380615,0.7348664402961731,es
d75c5ba5a4609e7f8cc3d92e628cbf7e,pysentimiento/robertuito-sentiment-analysis,neu,0.2123544067144394,0.6964485049247742,0.09119705855846405,es
76b24e8493022fec4f8a52ce858ae390,pysentimiento/robertuito-sentiment-analysis,pos,0.7580494284629822,0.2224801778793335,0.019470464438199997,es
55ff6980d1f4a12b52a055afad2f5ced,pysentimiento/robertuito-sentiment-analysis,pos,0.48368892073631287,0.4537908136844635,0.06252025067806244,es
075f8666f4a664f55246a0218640eaa2,pysentimiento/robertuito-sentiment-analysis,neu,0.2379121631383896,0.6723699569702148,0.08971783518791199,es
8bd1492d57eaf2f1eafe3d87e8774e87,pysentimiento/robertuito-sentiment-analysis,neu,0.30294132232666016,0.6215477585792542,0.07551096379756927,es
4f12c8f837bc3cb571469ffb3b2f5cc3,pysentimiento/robertuito-sentiment-analysis,neu,0.36080607771873474,0.5668227076530457,0.07237118482589722,es
1502ff6cc4fc666c13577417b8183bc1,pysentimiento/robertuito-sentiment-analysis,neu,0.22350859642028809,0.7226005792617798,0.053890857845544815,es
a6feefa67e09be7b6a90022d30e358ce,pysentimiento/robertuito-sentiment-analysis,neu,0.06651961803436279,0.4714876413345337,0.4619928002357483,es
455883937fff61b7e39932f1659691a6,pysentimiento/robertuito-sentiment-analysis,pos,0.6717909574508667,0.29420211911201477,0.03400690481066704,es
1e6dd3d16bad6c4615e9e40ce4472bba,pysentimiento/robertuito-sentiment-analysis,pos,0.5857075452804565,0.379922091960907,0.03437028452754021,es
1b66d39d8836bd0a1e61b01595162107,pysentimiento/robertuito-sentiment-analysis,neg,0.007844808511435986,0.12099700421094894,0.8711581230163574,es
099e055d6ed96d188e6c050eeee756fd,pysentimiento/robertuito-sentiment-analysis,neu,0.13233740627765656,0.8350074887275696,0.03265512362122536,es
ecfa3b9d9f54adb2dcf8a06e302103c2,pysentimiento/robertuito-sentiment-analysis,neu,0.2402445524930954,0.7231937646865845,0.036561667919158936,es
a7133f4a295f1c20a9b0e8226d73ecdf,pysentimiento/robertuito-sentiment-analysis,neu,0.34559887647628784,0.605160653591156,0.049240462481975555,es
22bd63c990fda90b7cdb40edba827325,pysentimiento/robertuito-sentiment-analysis,neu,0.2865334749221802,0.6158320307731628,0.09763441979885101,es
1c667f02832325eee5208de99f3a5f63,pysentimiento/robertuito-sentiment-analysis,neu,0.46889135241508484,0.4842390716075897,0.04686957970261574,es
3e63d50bed09dddb992779c6d496331f,pysentimiento/robertuito-sentiment-analysis,neu,0.045136477798223495,0.7010917067527771,0.2537717819213867,es
60a1bbcd0df30bfd1ff547bce40e5164,pysentimiento/robertuito-sentiment-analysis,neu,0.13831967115402222,0.7834213376045227,0.0782589465379715,es
99d2e0238fc97b032b6b18fed8f20e27,pysentimiento/robertuito-sentiment-analysis,neu,0.4588758051395416,0.48699796199798584,0.054126277565956116,es
545c24f482799e6ab9da6681c25e3ffa,pysentimiento/robertuito-sentiment-analysis,neu,0.10890736430883408,0.8245946764945984,0.0664980560541153,es
1a333bd722eed195d0bcb865723a441d,pysentimiento/robertuito-sentiment-analysis,neg,0.00632978742942214,0.0975218340754509,0.8961484432220459,es
cb0eeef7cfe3dbff04c86d803fb2d891,pysentimiento/robertuito-sentiment-analysis,neu,0.08028066903352737,0.5142518281936646,0.4054674506187439,es
93861d0e0a1d139a64331a2dede627ff,pysentimiento/robertuito-sentiment-analysis,neg,0.018260223791003227,0.20700649917125702,0.7747332453727722,es
d8cf99d4f32babeb2c0ae08576f35a7f,pysentimiento/robertuito-sentiment-analysis,neu,0.06689924001693726,0.6040022373199463,0.3290984630584717,es
2b96cc5218bd599a1b262206aaad7438,pysentimiento/robertuito-sentiment-analysis,neg,0.009515661746263504,0.14308568835258484,0.847398579120636,es
b1cd616057c0c4581a6d5bd8457df66c,pysentimiento/robertuito-sentiment-analysis,neu,0.04340672120451927,0.7524998784065247,0.20409345626831055,es
3f6af89844173cc96d8da8ac1111e853,pysentimiento/robertuito-sentiment-analysis,neu,0.08216199278831482,0.8533737659454346,0.06446424126625061,es
6056a05739783b6c8d13c2b2f4e34aa6,pysentimiento/robertuito-sentiment-analysis,neu,0.0843416303396225,0.728373646736145,0.18728472292423248,es
f1dbb67b4d33a42c9312dd5f3932e144,pysentimiento/robertuito-sentiment-analysis,neg,0.02455340325832367,0.3487120568752289,0.6267345547676086,es
390eaa27e9882ae48d5b271093b24a31,pysentimiento/robertuito-sentiment-analysis,neu,0.22899188101291656,0.7165724635124207,0.054435666650533676,es
c74b1de896589021335ad75ec334a293,pysentimiento/robertuito-sentiment-analysis,neu,0.2946343421936035,0.6489374041557312,0.056428276002407074,es
4962d96304b4345530d537fae5b40609,pysentimiento/robertuito-sentiment-analysis,neu,0.03685889393091202,0.7990120649337769,0.1641290932893753,es
842701f11abfff5072b36f6d08e11a52,pysentimiento/robertuito-sentiment-analysis,neu,0.36540940403938293,0.5801368355751038,0.05445379018783569,es
bf32b58eb22da12604572bf0d323184a,pysentimiento/robertuito-sentiment-analysis,neg,0.005454724654555321,0.07285081595182419,0.9216945171356201,es
126e3bd98923e02ea2600d763ce37bea,pysentimiento/robertuito-sentiment-analysis,pos,0.6769013404846191,0.27141883969306946,0.0516798160970211,es
b5ae5efcc87016fa4b7ef975f69b0f70,pysentimiento/robertuito-sentiment-analysis,neu,0.05969303846359253,0.6275890469551086,0.31271791458129883,es
99c06136012e94cbf9073c4ecdbec1e6,pysentimiento/robertuito-sentiment-analysis,neu,0.09252800047397614,0.8079192042350769,0.09955287724733353,es
be9b47a4201a63840e6a6e9174e73772,pysentimiento/robertuito-sentiment-analysis,neu,0.029225053265690804,0.759567141532898,0.2112078219652176,es
b1a05e2b99dbaefa727574379d9236e5,pysentimiento/robertuito-sentiment-analysis,neu,0.03695811703801155,0.5699573159217834,0.3930845558643341,es
1d1eb71b159a9c0e32183518ea9795ea,pysentimiento/robertuito-sentiment-analysis,neu,0.06247343495488167,0.6719704866409302,0.26555612683296204,es
6b45d2744703051f711860938a182883,pysentimiento/robertuito-sentiment-analysis,pos,0.5985790491104126,0.35049235820770264,0.05092855915427208,es
e45dfeeb2a4953566f1f4c63e117df3d,pysentimiento/robertuito-sentiment-analysis,neu,0.10807567089796066,0.8564963936805725,0.035427942872047424,es
3fb34889dbf2bc48aa4a2700040204a0,pysentimiento/robertuito-sentiment-analysis,neu,0.10621970146894455,0.8625781536102295,0.031202169135212898,es
515ca8c105c4c08f37139584fcb7df01,pysentimiento/robertuito-sentiment-analysis,neu,0.17613695561885834,0.7682963609695435,0.055566657334566116,es
ac92580f8700c5581afa7b480aecb2ea,pysentimiento/robertuito-sentiment-analysis,neu,0.062413472682237625,0.7351601123809814,0.20242641866207123,es
12c24a785dd7926a38e14e0728453177,pysentimiento/robertuito-sentiment-analysis,neu,0.17423827946186066,0.7438037991523743,0.08195789903402328,es
13c6b41ef5ea2c09159f1c5f21ece21f,pysentimiento/robertuito-sentiment-analysis,neu,0.07983791828155518,0.819130539894104,0.10103150457143784,es
93b5b2b5f23a0f680349328bc68da8cb,pysentimiento/robertuito-sentiment-analysis,neu,0.20138786733150482,0.6661131381988525,0.13249894976615906,es
ff54e0a9007ed24a91ee8c74506e8c7f,pysentimiento/robertuito-sentiment-analysis,neg,0.033027756959199905,0.4095492959022522,0.5574228763580322,es
ea64eb834d9a4f24fbd79867d7d54121,pysentimiento/robertuito-sentiment-analysis,neu,0.13702167570590973,0.6934189200401306,0.16955944895744324,es
d18bdce51826dce0b640e0e4f738ce61,pysentimiento/robertuito-sentiment-analysis,neu,0.12524420022964478,0.7471537590026855,0.12760207056999207,es
dda50d205f1335095dc9aeb5bcf5f16c,pysentimiento/robertuito-sentiment-analysis,neg,0.006372659467160702,0.10601291060447693,0.8876144289970398,es
a12f5307c2b93e7e031a5e0aa7e8df2f,pysentimiento/robertuito-sentiment-analysis,neg,0.00970117375254631,0.11302651464939117,0.877272367477417,es
db5ba65b60e4214e47e80da736e94eba,pysentimiento/robertuito-sentiment-analysis,neu,0.1062176376581192,0.8493355512619019,0.044446781277656555,es
10b7b42f89c702f9ea25ef3bf6462f9f,pysentimiento/robertuito-sentiment-analysis,neu,0.05996023491024971,0.5868405103683472,0.3531992733478546,es
a912cc0b4d96733b1cf5b807bb9ef5f5,pysentimiento/robertuito-sentiment-analysis,pos,0.7765254974365234,0.19531631469726562,0.028158199042081833,es
930153b8efdf0b4139f3e8eb02c6eb41,pysentimiento/robertuito-sentiment-analysis,pos,0.8737199306488037,0.11701101064682007,0.009269053116440773,es
72672910895f514a85be704695bcfef1,pysentimiento/robertuito-sentiment-analysis,neu,0.36184465885162354,0.6131927371025085,0.024962592869997025,es
4ca387e10f12ff9a46a50d5610a0b683,pysentimiento/robertuito-sentiment-analysis,neg,0.01045556366443634,0.20103557407855988,0.7885088920593262,es
50cba8fdcd6256c65a8ae5a7a28aa73f,pysentimiento/robertuito-sentiment-analysis,neu,0.1595730185508728,0.7858649492263794,0.05456201359629631,es
c767d7595272f0f51c1ced6aa2611339,pysentimiento/robertuito-sentiment-analysis,neu,0.2110230028629303,0.7339431643486023,0.05503382533788681,es
54f1a499fbf8029333bc7f71fe27a4d2,pysentimiento/robertuito-sentiment-analysis,neu,0.16746407747268677,0.7807422876358032,0.0517936572432518,es
15b0c69ad18bce1f2dcc8350f482f5e2,pysentimiento/robertuito-sentiment-analysis,neg,0.021901005879044533,0.1937006562948227,0.7843983769416809,es
7774a068bef29113fbe992c7504cfc5a,pysentimiento/robertuito-sentiment-analysis,neu,0.09354278445243835,0.7316392064094543,0.1748179793357849,es
c61dcf297dd8ba2a05a20fe5570c4d12,pysentimiento/robertuito-sentiment-analysis,neu,0.08867476880550385,0.6934525370597839,0.2178727388381958,es
1c56f2b4343de5b76671364fbf7a9396,pysentimiento/robertuito-sentiment-analysis,pos,0.503135085105896,0.4714986979961395,0.025366200134158134,es
abc168a8b982f054e48112c73cfb959e,pysentimiento/robertuito-sentiment-analysis,pos,0.5601415634155273,0.38853076100349426,0.0513276532292366,es
b19daaa1ae7f9b16606a0034121d4b69,pysentimiento/robertuito-sentiment-analysis,neg,0.008588663302361965,0.1743631511926651,0.8170481324195862,es
4ea8394f716f7a8f6c72ae85e4cd08e0,pysentimiento/robertuito-sentiment-analysis,neu,0.45923948287963867,0.48986607789993286,0.05089447647333145,es
eeaa09dd1f7943b8c9f775cbb3661b87,pysentimiento/robertuito-sentiment-analysis,pos,0.7969859838485718,0.19671045243740082,0.0063035800121724606,es
