mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,model_family
0.45418586730957033,0.057818314872939244,0.023820972442626952,0.0047372467717087825,9,,6,8,298,"{'max_depth': 9, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 8, 'n_estimators': 298}",0.5771103896103896,0.8179268648018647,0.7136523969857302,0.49826388888888884,0.7418650793650794,0.6697637239303905,0.11582225275900507,9,0.8828748932312591,0.8360344809657645,0.8735689139708733,0.8764191277857135,0.839898953024681,0.8617592737956583,0.019697141389439697,RandomForest
0.22637643814086914,0.027408826625064373,0.01308298110961914,0.0019393516393933065,7,sqrt,5,3,160,"{'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 3, 'n_estimators': 160}",0.5024576118326118,0.843452380952381,0.684380688302257,0.5061771561771562,0.7284722222222223,0.6529880118973257,0.13204004750128612,27,0.9059186468954843,0.8514332618704306,0.8854714203915058,0.9023622738727345,0.8465949194352518,0.8783561044930813,0.024980912567258012,RandomForest
0.3233001232147217,0.007846465685222612,0.017031049728393553,0.0017799044745761925,6,log2,1,5,237,"{'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 237}",0.4271367521367521,0.7953869047619048,0.7103066142281829,0.5314026251526252,0.8358630952380952,0.6600191983035121,0.1565571926568805,23,0.9936718026764602,0.9923046824051127,0.9898107097595243,0.9921598977114873,0.9815141404325463,0.9898922465970262,0.004369129053296719,RandomForest
0.1055290699005127,0.022914383861637192,0.00981292724609375,0.006418257908447449,5,sqrt,1,6,64,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 64}",0.4587279040404041,0.8520833333333333,0.687197370530704,0.5105692918192918,0.7941964285714286,0.6605548656590323,0.15393689559648413,21,0.9770519965641915,0.97124582250336,0.97439857268707,0.9756309980668321,0.9621484308995698,0.9720951641442046,0.005329857100267833,RandomForest
0.09745655059814454,0.017956857690343095,0.009919691085815429,0.004499006264539588,6,sqrt,1,8,58,"{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 8, 'n_estimators': 58}",0.4679292929292929,0.8459145021645021,0.6792608625941958,0.5152261545643898,0.8061011904761906,0.6628864005457142,0.15105608699937326,16,0.975851146080853,0.9733339509498475,0.972833642933257,0.9737674190360704,0.9549093417744846,0.9701391001549025,0.007683818572504948,RandomForest
0.33669185638427734,0.016912955740228757,0.009238052368164062,0.0031715526448903744,9,sqrt,4,9,265,"{'max_depth': 9, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 9, 'n_estimators': 265}",0.557070707070707,0.8510281385281386,0.6862325401541087,0.5066506410256411,0.7720102813852814,0.6745984616327754,0.12866319507848814,6,0.9301761712520613,0.8968605906789131,0.9133176988112233,0.9238031199308658,0.876033571244667,0.9080382303835461,0.019574119603079646,RandomForest
0.25381693840026853,0.02007233232391072,0.008845090866088867,0.0020938292688769964,8,,3,2,185,"{'max_depth': 8, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 185}",0.4444978632478632,0.7745421245421246,0.712439874939875,0.5520104895104895,0.8623511904761905,0.6691683085433086,0.15132644116494584,10,0.9782448552346945,0.9736548200116112,0.9650131443447466,0.9657168257863497,0.9494340380125117,0.9664127366779827,0.00983022033926521,RandomForest
0.08309178352355957,0.009226231611040888,0.005475187301635742,0.00032160863903602844,4,,1,4,54,"{'max_depth': 4, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 54}",0.4575186965811966,0.8292478354978354,0.7070386403719737,0.574570282658518,0.8918650793650793,0.6920481068949206,0.15986268332491013,1,0.975079721988324,0.9717473851876637,0.9693101430176503,0.9767297049285086,0.9655791390009465,0.9716892188246187,0.003997461002670118,RandomForest
0.1069002628326416,0.006772035056308588,0.006744241714477539,0.00042258490543982397,3,,2,2,77,"{'max_depth': 3, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 77}",0.4717532467532467,0.8469246031746032,0.7070386403719737,0.5025464731347085,0.7998511904761905,0.6656228307821446,0.15282811818371278,12,0.9130651502088434,0.9314974512135232,0.9011246957742551,0.9100338059267575,0.9068960636594483,0.9125234333565656,0.010277193816425305,RandomForest
0.11037936210632324,0.006896522228559922,0.006212425231933594,0.0012270906287065613,8,sqrt,4,3,82,"{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 82}",0.4584595959595959,0.8395042457542458,0.6939485895368249,0.4978438228438228,0.7615936147186148,0.6502699737626207,0.14841518569520387,28,0.9389072116786545,0.8948965980931092,0.9110156470749118,0.9292770109785289,0.872722353168746,0.9093637641987902,0.023765408899258218,RandomForest
